0 , 1 , 0
0 , 1 , 0
0.001 , 0.666479 , 0.3333
0.002 , 0.555198 , 0.444286
0.003 , 0.517956 , 0.481143
0.004 , 0.505367 , 0.493269
0.005 , 0.500973 , 0.49713
0.006 , 0.499296 , 0.49822
0.007 , 0.498515 , 0.498373
0.008 , 0.498028 , 0.498204
0.009 , 0.497638 , 0.497923
0.01 , 0.497282 , 0.497603
0.011 , 0.496945 , 0.497273
0.012 , 0.496622 , 0.496945
0.013 , 0.496316 , 0.496627
0.014 , 0.496028 , 0.496323
0.015 , 0.49576 , 0.496037
0.016 , 0.495514 , 0.49577
0.017 , 0.495291 , 0.495525
0.018 , 0.49509 , 0.495302
0.019 , 0.494911 , 0.495101
0.02 , 0.494753 , 0.494921
0.021 , 0.494614 , 0.494763
0.022 , 0.494493 , 0.494623
0.023 , 0.494388 , 0.494501
0.024 , 0.494297 , 0.494396
0.025 , 0.494219 , 0.494304
0.026 , 0.494152 , 0.494225
0.027 , 0.494095 , 0.494157
0.028 , 0.494047 , 0.4941
0.029 , 0.494007 , 0.494051
0.03 , 0.493975 , 0.494011
0.031 , 0.493952 , 0.49398
0.032 , 0.493938 , 0.493956
0.033 , 0.493933 , 0.493942
0.034 , 0.493939 , 0.493938
0.035 , 0.493956 , 0.493944
0.036 , 0.493986 , 0.493962
0.037 , 0.49403 , 0.493992
0.038 , 0.494089 , 0.494037
0.039 , 0.494164 , 0.494096
0.04 , 0.494255 , 0.494171
0.041 , 0.494362 , 0.494263
0.042 , 0.494486 , 0.49437
0.043 , 0.494626 , 0.494494
0.044 , 0.49478 , 0.494633
0.045 , 0.494947 , 0.494787
0.046 , 0.495126 , 0.494954
0.047 , 0.495314 , 0.495131
0.048 , 0.495508 , 0.495318
0.049 , 0.495706 , 0.495511
0.05 , 0.495903 , 0.495707
0.051 , 0.496098 , 0.495903
0.052 , 0.496285 , 0.496095
0.053 , 0.496463 , 0.496282
0.054 , 0.496628 , 0.496458
0.055 , 0.496777 , 0.496621
0.056 , 0.496906 , 0.496768
0.057 , 0.497015 , 0.496897
0.058 , 0.4971 , 0.497004
0.059 , 0.497161 , 0.497088
0.06 , 0.497196 , 0.497148
0.061 , 0.497204 , 0.497183
0.062 , 0.497187 , 0.497191
0.063 , 0.497143 , 0.497174
0.064 , 0.497075 , 0.497131
0.065 , 0.496983 , 0.497063
0.066 , 0.496869 , 0.496972
0.067 , 0.496736 , 0.496859
0.068 , 0.496585 , 0.496726
0.069 , 0.496419 , 0.496577
0.07 , 0.49624 , 0.496412
0.071 , 0.496052 , 0.496234
0.072 , 0.495856 , 0.496047
0.073 , 0.495656 , 0.495853
0.074 , 0.495453 , 0.495654
0.075 , 0.49525 , 0.495452
0.076 , 0.49505 , 0.495251
0.077 , 0.494853 , 0.495051
0.078 , 0.494662 , 0.494855
0.079 , 0.494478 , 0.494665
0.08 , 0.494302 , 0.494481
0.081 , 0.494134 , 0.494306
0.082 , 0.493977 , 0.494139
0.083 , 0.49383 , 0.493982
