0 , 1 , 0
0 , 1 , 0
0.001 , 0.899805 , 0.0999929
0.002 , 0.799332 , 0.199949
0.003 , 0.698725 , 0.299843
0.004 , 0.598115 , 0.39966
0.005 , 0.497612 , 0.499399
0.006 , 0.397293 , 0.599066
0.007 , 0.297199 , 0.698676
0.008 , 0.19734 , 0.798247
0.009 , 0.0976965 , 0.8978
0.01 , -0.0017664 , 0.997353
0.011 , -0.101094 , 1.09692
0.012 , -0.200331 , 1.19652
0.013 , -0.299519 , 1.29616
0.014 , -0.398689 , 1.39585
0.015 , -0.49786 , 1.4956
0.016 , -0.597046 , 1.5954
0.017 , -0.696249 , 1.69527
0.018 , -0.795471 , 1.79521
0.019 , -0.894709 , 1.89522
0.02 , -0.993965 , 1.99531
0.021 , -1.09324 , 2.09549
0.022 , -1.19254 , 2.19577
0.023 , -1.29188 , 2.29614
0.024 , -1.39126 , 2.39662
0.025 , -1.4907 , 2.49721
0.026 , -1.5902 , 2.59793
0.027 , -1.68977 , 2.69876
0.028 , -1.78942 , 2.79973
0.029 , -1.88915 , 2.90082
0.03 , -1.98894 , 3.00206
0.031 , -2.0888 , 3.10345
0.032 , -2.18872 , 3.205
0.033 , -2.2887 , 3.30671
0.034 , -2.38872 , 3.4086
0.035 , -2.48879 , 3.51069
0.036 , -2.58891 , 3.61299
0.037 , -2.68908 , 3.71551
0.038 , -2.78932 , 3.81828
0.039 , -2.88963 , 3.92131
0.04 , -2.99002 , 4.02462
0.041 , -3.09051 , 4.12824
0.042 , -3.19111 , 4.23218
0.043 , -3.29183 , 4.33646
0.044 , -3.3927 , 4.44111
0.045 , -3.49372 , 4.54615
0.046 , -3.59491 , 4.65161
0.047 , -3.69628 , 4.7575
0.048 , -3.79785 , 4.86386
0.049 , -3.89964 , 4.97071
0.05 , -4.00166 , 5.07808
0.051 , -4.10393 , 5.18601
0.052 , -4.20647 , 5.29451
0.053 , -4.3093 , 5.40362
0.054 , -4.41246 , 5.51338
0.055 , -4.51595 , 5.62382
0.056 , -4.61982 , 5.73497
0.057 , -4.72408 , 5.84686
0.058 , -4.82878 , 5.95954
0.059 , -4.93394 , 6.07303
0.06 , -5.0396 , 6.18737
0.061 , -5.14579 , 6.30259
0.062 , -5.25256 , 6.41874
0.063 , -5.35995 , 6.53584
0.064 , -5.468 , 6.65393
0.065 , -5.57677 , 6.77304
0.066 , -5.68631 , 6.89319
0.067 , -5.79667 , 7.01442
0.068 , -5.90791 , 7.13675
0.069 , -6.0201 , 7.2602
0.07 , -6.13331 , 7.38477
0.071 , -6.2476 , 7.51049
0.072 , -6.36306 , 7.63735
0.073 , -6.47976 , 7.76535
0.074 , -6.59779 , 7.89446
0.075 , -6.71724 , 8.02467
0.076 , -6.83821 , 8.15593
0.077 , -6.96079 , 8.2882
0.078 , -7.08509 , 8.42139
0.079 , -7.21122 , 8.55542
0.08 , -7.3393 , 8.69019
0.081 , -7.46946 , 8.82555
0.082 , -7.60181 , 8.96135
