0 , 1.5708 , 0.245176
0.0174533 , 1.5708 , 0.245176
0.0349066 , 1.5708 , 0.245176
0.0523599 , 1.5708 , 0.245176
0.0698132 , 1.5708 , 0.245176
0.0872665 , 1.5708 , 0.245177
0.10472 , 1.5708 , 0.245177
0.122173 , 1.5708 , 0.245177
0.139626 , 1.5708 , 0.245178
0.15708 , 1.5708 , 0.245178
0.174533 , 1.5708 , 0.245179
0.191986 , 1.5708 , 0.245179
0.20944 , 1.5708 , 0.24518
0.226893 , 1.5708 , 0.245181
0.244346 , 1.5708 , 0.245182
0.261799 , 1.5708 , 0.245183
0.279253 , 1.5708 , 0.245184
0.296706 , 1.5708 , 0.245185
0.314159 , 1.5708 , 0.245186
0.331613 , 1.5708 , 0.245187
0.349066 , 1.5708 , 0.245188
0.366519 , 1.5708 , 0.24519
0.383972 , 1.5708 , 0.245191
0.401426 , 1.5708 , 0.245193
0.418879 , 1.5708 , 0.245194
0.436332 , 1.5708 , 0.245196
0.453786 , 1.5708 , 0.245198
0.471239 , 1.5708 , 0.245199
0.488692 , 1.5708 , 0.245201
0.506145 , 1.5708 , 0.245203
0.523599 , 1.5708 , 0.245205
0.541052 , 1.5708 , 0.245207
0.558505 , 1.5708 , 0.245209
0.575959 , 1.5708 , 0.245211
0.593412 , 1.5708 , 0.245213
0.610865 , 1.5708 , 0.245215
0.628319 , 1.5708 , 0.245217
0.645772 , 1.5708 , 0.245219
0.663225 , 1.5708 , 0.245221
0.680678 , 1.5708 , 0.245223
0.698132 , 1.5708 , 0.245225
0.715585 , 1.5708 , 0.245228
0.733038 , 1.5708 , 0.24523
0.750492 , 1.5708 , 0.245232
0.767945 , 1.5708 , 0.245234
0.785398 , 1.5708 , 0.245237
0.802851 , 1.5708 , 0.245239
0.820305 , 1.5708 , 0.245241
0.837758 , 1.5708 , 0.245243
0.855211 , 1.5708 , 0.245245
0.872665 , 1.5708 , 0.245248
0.890118 , 1.5708 , 0.24525
0.907571 , 1.5708 , 0.245252
0.925025 , 1.5708 , 0.245254
0.942478 , 1.5708 , 0.245256
0.959931 , 1.5708 , 0.245258
0.977384 , 1.5708 , 0.24526
0.994838 , 1.5708 , 0.245262
1.01229 , 1.5708 , 0.245264
1.02974 , 1.5708 , 0.245266
1.0472 , 1.5708 , 0.245268
1.06465 , 1.5708 , 0.24527
1.0821 , 1.5708 , 0.245271
1.09956 , 1.5708 , 0.245273
1.11701 , 1.5708 , 0.245275
1.13446 , 1.5708 , 0.245276
1.15192 , 1.5708 , 0.245278
1.16937 , 1.5708 , 0.245279
1.18682 , 1.5708 , 0.24528
1.20428 , 1.5708 , 0.245282
1.22173 , 1.5708 , 0.245283
1.23918 , 1.5708 , 0.245284
1.25664 , 1.5708 , 0.245285
1.27409 , 1.5708 , 0.245286
1.29154 , 1.5708 , 0.245287
1.309 , 1.5708 , 0.245288
1.32645 , 1.5708 , 0.245288
1.3439 , 1.5708 , 0.245289
1.36136 , 1.5708 , 0.24529
1.37881 , 1.5708 , 0.24529
1.39626 , 1.5708 , 0.24529
1.41372 , 1.5708 , 0.245291
1.43117 , 1.5708 , 0.245291
1.44862 , 1.5708 , 0.245291
1.46608 , 1.5708 , 0.245291
1.48353 , 1.5708 , 0.245291
1.50098 , 1.5708 , 0.245291
1.51844 , 1.5708 , 0.245291
1.53589 , 1.5708 , 0.245291
1.55334 , 1.5708 , 0.245291
1.5708 , 1.5708 , 0.245291
1.58825 , 1.5708 , 0.24529
1.6057 , 1.5708 , 0.24529
1.62316 , 1.5708 , 0.245289
1.64061 , 1.5708 , 0.245289
1.65806 , 1.5708 , 0.245288
1.67552 , 1.5708 , 0.245288
1.69297 , 1.5708 , 0.245287
1.71042 , 1.5708 , 0.245286
1.72788 , 1.5708 , 0.245285
1.74533 , 1.5708 , 0.245285
1.76278 , 1.5708 , 0.245284
1.78024 , 1.5708 , 0.245283
1.79769 , 1.5708 , 0.245282
1.81514 , 1.5708 , 0.245281
1.8326 , 1.5708 , 0.24528
1.85005 , 1.5708 , 0.245279
1.8675 , 1.5708 , 0.245277
1.88496 , 1.5708 , 0.245276
1.90241 , 1.5708 , 0.245275
1.91986 , 1.5708 , 0.245274
1.93732 , 1.5708 , 0.245272
1.95477 , 1.5708 , 0.245271
1.97222 , 1.5708 , 0.24527
1.98968 , 1.5708 , 0.245268
2.00713 , 1.5708 , 0.245267
2.02458 , 1.5708 , 0.245266
2.04204 , 1.5708 , 0.245264
2.05949 , 1.5708 , 0.245263
2.07694 , 1.5708 , 0.245261
2.0944 , 1.5708 , 0.24526
2.11185 , 1.5708 , 0.245258
2.1293 , 1.5708 , 0.245256
2.14675 , 1.5708 , 0.245255
2.16421 , 1.5708 , 0.245253
2.18166 , 1.5708 , 0.245252
2.19911 , 1.5708 , 0.24525
2.21657 , 1.5708 , 0.245248
2.23402 , 1.5708 , 0.245247
2.25147 , 1.5708 , 0.245245
2.26893 , 1.5708 , 0.245244
2.28638 , 1.5708 , 0.245242
2.30383 , 1.5708 , 0.24524
2.32129 , 1.5708 , 0.245239
2.33874 , 1.5708 , 0.245237
2.35619 , 1.5708 , 0.245235
2.37365 , 1.5708 , 0.245234
2.3911 , 1.5708 , 0.245232
2.40855 , 1.5708 , 0.24523
2.42601 , 1.5708 , 0.245229
2.44346 , 1.5708 , 0.245227
2.46091 , 1.5708 , 0.245225
2.47837 , 1.5708 , 0.245224
2.49582 , 1.5708 , 0.245222
2.51327 , 1.5708 , 0.24522
2.53073 , 1.5708 , 0.245219
2.54818 , 1.5708 , 0.245217
2.56563 , 1.5708 , 0.245215
2.58309 , 1.5708 , 0.245214
2.60054 , 1.5708 , 0.245212
2.61799 , 1.5708 , 0.245211
2.63545 , 1.5708 , 0.245209
2.6529 , 1.5708 , 0.245208
2.67035 , 1.5708 , 0.245206
2.68781 , 1.5708 , 0.245205
2.70526 , 1.5708 , 0.245204
2.72271 , 1.5708 , 0.245202
2.74017 , 1.5708 , 0.245201
2.75762 , 1.5708 , 0.245199
2.77507 , 1.5708 , 0.245198
2.79253 , 1.5708 , 0.245197
2.80998 , 1.5708 , 0.245196
2.82743 , 1.5708 , 0.245195
2.84489 , 1.5708 , 0.245193
2.86234 , 1.5708 , 0.245192
2.87979 , 1.5708 , 0.245191
2.89725 , 1.5708 , 0.24519
2.9147 , 1.5708 , 0.245189
2.93215 , 1.5708 , 0.245189
2.94961 , 1.5708 , 0.245188
2.96706 , 1.5708 , 0.245187
2.98451 , 1.5708 , 0.245186
3.00197 , 1.5708 , 0.245185
3.01942 , 1.5708 , 0.245185
3.03687 , 1.5708 , 0.245184
3.05433 , 1.5708 , 0.245184
3.07178 , 1.5708 , 0.245183
3.08923 , 1.5708 , 0.245183
3.10669 , 1.5708 , 0.245183
3.12414 , 1.5708 , 0.245182
